age,brand,buildable,category,color,condition,description,energy_grade,fees_included,first_posted,floors,ghg_grade,icon,images,indoor_area,last_updated,latitude,leverage_rating,location,longitude,make,model,outdoor_area,postal_code,price,price_new,price_per_square_meter,reposting_count,rooms,starting_price,summary,time_to_work,title,url,user_rating,value_rating,vendor
46,,,Appartement,,,"3 pieces - 58m2 - proche centre ville au 1er etage d'une petite copropriete, cet appartement de 3 pieces est situe rue victor prouve dans une rue calme au centre de nancy. quartier tres bien desservi par les transports en communs (ligne tram 1 accessible a pied). il comprend une entree avec placard, sejour, cuisine separee avec une petite salle a manger attenante, une chambre, salle de bains, wc separes et une cave. la copropriete possede un jardin collectif. chauffage individuel au gaz. reference annonce : 2415 honoraires a la charge du locataire : 425 € ttc dont 115 € pour l'etat des lieux depot de garantie : 500 € montant des charges : 45 € / mois",d,,2020-06-03T13:10:00,,e,veterinary,"https://img3.leboncoin.fr/ad-large/32d6e31c2a91b16c00a50a4c47b32c5d22c2dfeb.jpg, https://img3.leboncoin.fr/ad-large/cf35dcce04c1bd9506300ef32440c36757acd3a2.jpg, https://img0.leboncoin.fr/ad-large/4bf8ce617c4db2004e016ef274b56d3d8b92c1d8.jpg, https://img1.leboncoin.fr/ad-large/eb6be376d197a142e525569ec788d158dafa4a5f.jpg, https://img5.leboncoin.fr/ad-large/f978806af6cabe2c7eec99fef17c466808d93e14.jpg, https://img1.leboncoin.fr/ad-large/8ea0b1a461ab8c019f2afdb59c19da0482b55c80.jpg, https://img3.leboncoin.fr/ad-large/d2f62970c5aeae340c40f709d08321cd9e037f49.jpg, https://img3.leboncoin.fr/ad-large/32d6e31c2a91b16c00a50a4c47b32c5d22c2dfeb.jpg, https://img3.leboncoin.fr/ad-large/cf35dcce04c1bd9506300ef32440c36757acd3a2.jpg, https://img0.leboncoin.fr/ad-large/4bf8ce617c4db2004e016ef274b56d3d8b92c1d8.jpg, https://img1.leboncoin.fr/ad-large/eb6be376d197a142e525569ec788d158dafa4a5f.jpg, https://img5.leboncoin.fr/ad-large/f978806af6cabe2c7eec99fef17c466808d93e14.jpg, https://img1.leboncoin.fr/ad-large/8ea0b1a461ab8c019f2afdb59c19da0482b55c80.jpg, https://img3.leboncoin.fr/ad-large/d2f62970c5aeae340c40f709d08321cd9e037f49.jpg, https://img3.leboncoin.fr/ad-large/32d6e31c2a91b16c00a50a4c47b32c5d22c2dfeb.jpg",58,2020-06-03T13:10:00,48.6937223,5,nancy,6.1834097,,,,54000,545,,9.39655172413793,0,3,545,"price: <i >545</i> €<br />indoor area: <i >58</i> m²<br />outdoor area: <i >58</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1695375982.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 58 m2,https://www.leboncoin.fr/locations/1695375982.htm/,,5,https://www.leboncoin.fr/
46,,,Appartement,,,"toul quartier calme particulier loue appt 3 pieces renoves, cuisine equipee ,salle de bain, cellier, cave, garage et jardin, chauffage central gaz individuel tel: 06 60 86 90 63",,,2020-06-03T15:31:00,,,veterinary,"https://img7.leboncoin.fr/ad-large/f89bb34c0b6d1e986e1b435eafe39e5a4b8b17c0.jpg, https://img1.leboncoin.fr/ad-large/a97f67f416b277af6415561ae0208031ea56c01b.jpg, https://img5.leboncoin.fr/ad-large/49494d6a36674073f5f1d8a7c57684ffa2bf2024.jpg, https://img7.leboncoin.fr/ad-large/f89bb34c0b6d1e986e1b435eafe39e5a4b8b17c0.jpg, https://img1.leboncoin.fr/ad-large/a97f67f416b277af6415561ae0208031ea56c01b.jpg, https://img5.leboncoin.fr/ad-large/49494d6a36674073f5f1d8a7c57684ffa2bf2024.jpg, https://img7.leboncoin.fr/ad-large/f89bb34c0b6d1e986e1b435eafe39e5a4b8b17c0.jpg",65,2020-06-03T15:31:00,48.6762624,5,toul,5.8941759,,,,54200,610,,9.38461538461539,0,3,610,"price: <i >610</i> €<br />indoor area: <i >65</i> m²<br />outdoor area: <i >65</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1792223053.htm/"">leboncoin.fr</a> <br />",,location appartement toul,https://www.leboncoin.fr/locations/1792223053.htm/,,5,https://www.leboncoin.fr/profil/f1d9b04f-7dc7-489a-8ac6-007f8c4bb320/offres
19,,,Appartement,,,"a louer - fillieres - a 20 minutes de la frontiere du luxembourg - situation au calme appartement type f2 de 50 m2 au 1er etage avec entree individuelle comprenant : cuisine amenagee ouverte sur sejour, 1 chambre, salle de bains avec baignoire et wc. chauffage individuel electrique au sol. disponible au 7 septembre cour et jardin en commun possibilite assurance habitation a partir de 11.37 euros /mois loyer : 510 euros ttc par mois charges comprises dont 25 euros de provisions sur charges avec regularisation annuelle. depot de garantie : 485 euros ttc honoraires charge locataire : 510 euros ttc dont 150 euros ttc pour l'etat des lieux contact : 03.82.25.20.96 - / aurelie.gregoire@quadral.fr constituez votre dossier de location sur notre site : *** preparez les pieces indispensables a la constitution de votre dossier a savoir : piece d'identite, contrat de travail, avis d'imposition, 3 derniers bulletins de salaire, dernieres quittances de loyer. reference annonce : 11037363 honoraires a la charge du locataire : 510 € ttc dont 150 € pour l'etat des lieux depot de garantie : 485 € montant des charges : 25 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",d,,2020-06-30T10:56:00,,c,veterinary,"https://img0.leboncoin.fr/ad-large/a954e3ecc41a02f195bc7f63ecc3fcaa060680b3.jpg, https://img2.leboncoin.fr/ad-large/a86b6f358f281071e9dd6717ee359465d3c692c4.jpg, https://img4.leboncoin.fr/ad-large/2a28d15bdf319903328bc9b0b55e2fa1ba1394f6.jpg, https://img2.leboncoin.fr/ad-large/e60d4595842a27ba75fdf97ebe35fd358c72b8e5.jpg, https://img2.leboncoin.fr/ad-large/f8187e03ee48dd7636a363740f5b35560dca9046.jpg, https://img6.leboncoin.fr/ad-large/0b7a7cb7004f30aff354cfd9cb053eb4c138ac79.jpg, https://img3.leboncoin.fr/ad-large/c2cf8e767b327e0a53f6e68e360f119ced406593.jpg, https://img5.leboncoin.fr/ad-large/61ae162e27ab5e74bfe793c4f0371f89007fddf6.jpg, https://img0.leboncoin.fr/ad-large/feadf43787975c1e7999842e20cbfc08df1d1703.jpg, https://img0.leboncoin.fr/ad-large/a954e3ecc41a02f195bc7f63ecc3fcaa060680b3.jpg, https://img2.leboncoin.fr/ad-large/a86b6f358f281071e9dd6717ee359465d3c692c4.jpg, https://img4.leboncoin.fr/ad-large/2a28d15bdf319903328bc9b0b55e2fa1ba1394f6.jpg, https://img2.leboncoin.fr/ad-large/e60d4595842a27ba75fdf97ebe35fd358c72b8e5.jpg, https://img2.leboncoin.fr/ad-large/f8187e03ee48dd7636a363740f5b35560dca9046.jpg, https://img6.leboncoin.fr/ad-large/0b7a7cb7004f30aff354cfd9cb053eb4c138ac79.jpg, https://img3.leboncoin.fr/ad-large/c2cf8e767b327e0a53f6e68e360f119ced406593.jpg, https://img5.leboncoin.fr/ad-large/61ae162e27ab5e74bfe793c4f0371f89007fddf6.jpg, https://img0.leboncoin.fr/ad-large/feadf43787975c1e7999842e20cbfc08df1d1703.jpg, https://img0.leboncoin.fr/ad-large/a954e3ecc41a02f195bc7f63ecc3fcaa060680b3.jpg",50,2020-06-30T10:56:00,49.4039,5,fillieres,5.844,,,,54560,510,,10.2,0,2,510,"price: <i >510</i> €<br />indoor area: <i >50</i> m²<br />outdoor area: <i >50</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >d</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1807692830.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 50 m2,https://www.leboncoin.fr/locations/1807692830.htm/,,5,https://www.leboncoin.fr/
18,,,Appartement,,,"f3 a ludres au 2eme etage, dans un immeuble calme de 2 etages. appartement comprenant une cuisine de 8m2, un salon de 16m2. deux chambres de 13 m2 et 15m2. une salle de bain et d'un debarras. possibilite de garer un 2 roues dans l'immeuble et possibilite de se garer facilement dans la rue. l'immeuble comprend un jardin commun. loyer 535 eueros charges comprises.",,,2020-06-30T19:20:00,,,veterinary,"https://img2.leboncoin.fr/ad-large/250475d9555a9735fcddb03a8636fd6e9d2d0489.jpg, https://img2.leboncoin.fr/ad-large/3de7b2d803f1fd3aa47ec55f7121fa44f1aa9a30.jpg, https://img7.leboncoin.fr/ad-large/ac4b1f7d2e1299b50cef6a8846832ee6ebe97472.jpg, https://img2.leboncoin.fr/ad-large/250475d9555a9735fcddb03a8636fd6e9d2d0489.jpg, https://img2.leboncoin.fr/ad-large/3de7b2d803f1fd3aa47ec55f7121fa44f1aa9a30.jpg, https://img7.leboncoin.fr/ad-large/ac4b1f7d2e1299b50cef6a8846832ee6ebe97472.jpg, https://img2.leboncoin.fr/ad-large/250475d9555a9735fcddb03a8636fd6e9d2d0489.jpg",55,2020-06-30T19:20:00,48.6217058,5,ludres,6.1609279,,,,54710,535,,9.72727272727273,0,3,535,"price: <i >535</i> €<br />indoor area: <i >55</i> m²<br />outdoor area: <i >55</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1807781070.htm/"">leboncoin.fr</a> <br />",,loue f3,https://www.leboncoin.fr/locations/1807781070.htm/,,5,https://www.leboncoin.fr/profil/ee4c95a2-7378-47f7-b4db-d3c91d55f825/offres
18,,,Appartement,,,"loue beau t2 renove situe rue raymond poincare a bouxieres aux dames. secteur calme proche autoroute a31 et zones commerciales (frouard, zone industrielle de champigneulles) cuisine equipee avec four plaque hotte, salle de bain fonctionnelle, une belle chambre radiateurs neufs et climatisation disponible. une cave est mise a disposition et aussi un grand jardin collectif libre le 1er aout 2020 cdt,",,,2020-06-30T19:40:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/f18cac1b60c509a9970bb6488a29e13f948a03bd.jpg, https://img1.leboncoin.fr/ad-large/499cf949a5507133d36bf0d2837727f97aa48201.jpg, https://img7.leboncoin.fr/ad-large/fb0513ae944b5cce1aa80f3197392aa00580ed69.jpg, https://img0.leboncoin.fr/ad-large/f18cac1b60c509a9970bb6488a29e13f948a03bd.jpg, https://img1.leboncoin.fr/ad-large/499cf949a5507133d36bf0d2837727f97aa48201.jpg, https://img7.leboncoin.fr/ad-large/fb0513ae944b5cce1aa80f3197392aa00580ed69.jpg, https://img0.leboncoin.fr/ad-large/f18cac1b60c509a9970bb6488a29e13f948a03bd.jpg",50,2020-06-30T19:40:00,48.7511972,5,bouxieres-aux-dames,6.1638113,,,,54136,470,,9.4,0,2,470,"price: <i >470</i> €<br />indoor area: <i >50</i> m²<br />outdoor area: <i >50</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1807791378.htm/"">leboncoin.fr</a> <br />",,loue studio t2,https://www.leboncoin.fr/locations/1807791378.htm/,,5,https://www.leboncoin.fr/profil/179e092c-7630-4f91-870f-516687830e64/offres
18,,,Appartement,,,"artem 2 pieces 50.0 m2 proche des transports et des commerces quartier residentiel, dans petite copropriete de standing,appartement neuf cuisine equipee,parking,cave,et jardin entree,cuisine equipee,salon sejour 1 chambre,salle de bains,wc,placard assurance multirisques privilege *: 10.85 € / mois *services facultatifs, voir conditions en agences reference annonce : 1543067 honoraires a la charge du locataire : 550 € ttc dont 150 € pour l'etat des lieux depot de garantie : 610 € montant des charges : 40 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",,,2020-07-01T09:04:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/43385712c86e6ab31f578b1d6ca8980ef461cea3.jpg, https://img1.leboncoin.fr/ad-large/0b1fee237b80a3c85bfbf1b275708a07f0577176.jpg, https://img3.leboncoin.fr/ad-large/ce356daa9fa6001d4ed1b4a6c6f3ff33e37d93c2.jpg, https://img4.leboncoin.fr/ad-large/75063cf153d623474f16582a3a3842c5229e177a.jpg, https://img6.leboncoin.fr/ad-large/7c20e7ba7df2d3826ea5bc2bdb5dcf2c2aafaafb.jpg, https://img0.leboncoin.fr/ad-large/43385712c86e6ab31f578b1d6ca8980ef461cea3.jpg, https://img1.leboncoin.fr/ad-large/0b1fee237b80a3c85bfbf1b275708a07f0577176.jpg, https://img3.leboncoin.fr/ad-large/ce356daa9fa6001d4ed1b4a6c6f3ff33e37d93c2.jpg, https://img4.leboncoin.fr/ad-large/75063cf153d623474f16582a3a3842c5229e177a.jpg, https://img6.leboncoin.fr/ad-large/7c20e7ba7df2d3826ea5bc2bdb5dcf2c2aafaafb.jpg, https://img0.leboncoin.fr/ad-large/43385712c86e6ab31f578b1d6ca8980ef461cea3.jpg",50,2020-07-01T09:04:00,48.6937223,5,nancy,6.1834097,,,,54000,650,,13,0,2,650,"price: <i >650</i> €<br />indoor area: <i >50</i> m²<br />outdoor area: <i >50</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1807996765.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 50 m2,https://www.leboncoin.fr/locations/1807996765.htm/,,5,https://www.leboncoin.fr/
18,,,Appartement,,,"i g - 36 boulevard emile zola - disponible le 02/10/2020 - entree, sejour, cuisine, 2 chambres dont une mansardee, salle d'eau, wc ds salle d'eau, cave (4), sechoir et jardins communs, eau chaude individuelle, chauffage individuel gaz, classe energie e reference annonce : 1935 honoraires a la charge du locataire : 430 € ttc dont 126 € pour l'etat des lieux depot de garantie : 430 € montant des charges : 69 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",,,2020-07-01T12:08:00,,,veterinary,"https://img5.leboncoin.fr/ad-large/aa5e380a95da47fd26d7f04bedf190c0367310a8.jpg, https://img2.leboncoin.fr/ad-large/8f3c1512f0ee514b989fde34e1536a67ca8a2348.jpg, https://img6.leboncoin.fr/ad-large/1125f6fd36f97bde686dc0cf1549d4fc7a09bb59.jpg, https://img0.leboncoin.fr/ad-large/a33055f13fda61c4964ed3f54c473410f846e595.jpg, https://img5.leboncoin.fr/ad-large/5435497e5ee8b472c00e6d80b447f68bf873e1e3.jpg, https://img0.leboncoin.fr/ad-large/24d9423b824cb30a711eea9b413889ab63a3df5c.jpg, https://img4.leboncoin.fr/ad-large/9814b8f424ff4d5c7290c5e80969c70ccba5367b.jpg, https://img5.leboncoin.fr/ad-large/aa5e380a95da47fd26d7f04bedf190c0367310a8.jpg, https://img2.leboncoin.fr/ad-large/8f3c1512f0ee514b989fde34e1536a67ca8a2348.jpg, https://img6.leboncoin.fr/ad-large/1125f6fd36f97bde686dc0cf1549d4fc7a09bb59.jpg, https://img0.leboncoin.fr/ad-large/a33055f13fda61c4964ed3f54c473410f846e595.jpg, https://img5.leboncoin.fr/ad-large/5435497e5ee8b472c00e6d80b447f68bf873e1e3.jpg, https://img0.leboncoin.fr/ad-large/24d9423b824cb30a711eea9b413889ab63a3df5c.jpg, https://img4.leboncoin.fr/ad-large/9814b8f424ff4d5c7290c5e80969c70ccba5367b.jpg, https://img5.leboncoin.fr/ad-large/aa5e380a95da47fd26d7f04bedf190c0367310a8.jpg",42,2020-07-01T12:08:00,48.6848709,5,laxou,6.1522232,,,,54520,499,,11.8809523809524,0,3,499,"price: <i >499</i> €<br />indoor area: <i >42</i> m²<br />outdoor area: <i >42</i> m²<br />rooms: <i >3</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1808100990.htm/"">leboncoin.fr</a> <br />",,appartement 3 pieces 42 m2,https://www.leboncoin.fr/locations/1808100990.htm/,,5,https://www.leboncoin.fr/
17,,,Appartement,,,"t2 fac de lettres le cabinet benedic vous propose a la location ce joli t2 compose d'une cuisine equipe (four, plaque vitroceramique, hotte, meuble haut, meuble bas), d'un spacieux salon-sejour de plus de 25m2, d'une une chambre, d'une salle d'eau avec wc ainsi qu'un grand jardin expose sud-ouest !! contactez-nous pour le decouvrir ! reference annonce : paris-rdc honoraires a la charge du locataire : 510 € ttc dont 139 € pour l'etat des lieux depot de garantie : 540 € montant des charges : 40 € / mois",,,2020-07-02T11:04:00,,,veterinary,"https://img4.leboncoin.fr/ad-large/a009cbdccc9a8c7b06a16d0e83c3a9c5b74d103c.jpg, https://img0.leboncoin.fr/ad-large/e4aaaf66d3038c2d23300411708299b410dec67e.jpg, https://img3.leboncoin.fr/ad-large/042ed1808ebf489e32ff71d669122ca3b262623d.jpg, https://img1.leboncoin.fr/ad-large/67aad62f7810e618dcc6df77d3e03d0bac0c36cc.jpg, https://img2.leboncoin.fr/ad-large/1d360e3f4c91b9828add3df94f596e5c4584ab6d.jpg, https://img0.leboncoin.fr/ad-large/2e0c490b1d13c59d8573ae12928f1788757bec2c.jpg, https://img6.leboncoin.fr/ad-large/71564c6c30996d4e8128ba0079b4c1bbcbf3e8fa.jpg, https://img5.leboncoin.fr/ad-large/412de6e9c2a1760e5fa439e4f2ff38eb542649ab.jpg, https://img1.leboncoin.fr/ad-large/6b16aff4e31a8a21ab09685280c5a7ceb70adf00.jpg, https://img4.leboncoin.fr/ad-large/a009cbdccc9a8c7b06a16d0e83c3a9c5b74d103c.jpg, https://img0.leboncoin.fr/ad-large/e4aaaf66d3038c2d23300411708299b410dec67e.jpg, https://img3.leboncoin.fr/ad-large/042ed1808ebf489e32ff71d669122ca3b262623d.jpg, https://img1.leboncoin.fr/ad-large/67aad62f7810e618dcc6df77d3e03d0bac0c36cc.jpg, https://img2.leboncoin.fr/ad-large/1d360e3f4c91b9828add3df94f596e5c4584ab6d.jpg, https://img0.leboncoin.fr/ad-large/2e0c490b1d13c59d8573ae12928f1788757bec2c.jpg, https://img6.leboncoin.fr/ad-large/71564c6c30996d4e8128ba0079b4c1bbcbf3e8fa.jpg, https://img5.leboncoin.fr/ad-large/412de6e9c2a1760e5fa439e4f2ff38eb542649ab.jpg, https://img1.leboncoin.fr/ad-large/6b16aff4e31a8a21ab09685280c5a7ceb70adf00.jpg, https://img4.leboncoin.fr/ad-large/a009cbdccc9a8c7b06a16d0e83c3a9c5b74d103c.jpg",46,2020-07-02T11:04:00,48.6937223,5,nancy,6.1834097,,,,54000,580,,12.6086956521739,0,2,580,"price: <i >580</i> €<br />indoor area: <i >46</i> m²<br />outdoor area: <i >46</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1808888220.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 46 m2,https://www.leboncoin.fr/locations/1808888220.htm/,,5,https://www.leboncoin.fr/
16,,,Appartement,,,"pagny sur moselle 2 pieces 59,58 m2 face a la gare et proche centre ville, dans un immeuble au calme, vaste appartement, avec jardin collectif comprenant : cuisine, sejour, une chambre, salle de bains et wc reference annonce : 1644050 honoraires a la charge du locataire : 432 € ttc dont 132 € pour l'etat des lieux depot de garantie : 432 € montant des charges : 53 € / mois modalite de recuperation des charges locatives : provision avec regularisation annuelle",e,,2020-07-03T08:32:00,,f,veterinary,"https://img7.leboncoin.fr/ad-large/de683016fdf8739ed22180fdb3d26eb8ae4b01e9.jpg, https://img2.leboncoin.fr/ad-large/6c376720ef10320579a98f44834d4612dba4c9c8.jpg, https://img4.leboncoin.fr/ad-large/0724d99b49a109ee0a8fdc5bd630b2ae2c0c3ad9.jpg, https://img1.leboncoin.fr/ad-large/dfe6c279fdc0ffe1fde9cbbc59911e48341d46c7.jpg, https://img1.leboncoin.fr/ad-large/2b2d2ad73946650f5fa8c45d2121039f40a1ab95.jpg, https://img7.leboncoin.fr/ad-large/de683016fdf8739ed22180fdb3d26eb8ae4b01e9.jpg, https://img2.leboncoin.fr/ad-large/6c376720ef10320579a98f44834d4612dba4c9c8.jpg, https://img4.leboncoin.fr/ad-large/0724d99b49a109ee0a8fdc5bd630b2ae2c0c3ad9.jpg, https://img1.leboncoin.fr/ad-large/dfe6c279fdc0ffe1fde9cbbc59911e48341d46c7.jpg, https://img1.leboncoin.fr/ad-large/2b2d2ad73946650f5fa8c45d2121039f40a1ab95.jpg, https://img7.leboncoin.fr/ad-large/de683016fdf8739ed22180fdb3d26eb8ae4b01e9.jpg",59,2020-07-03T08:32:00,48.9837551,5,pagny-sur-moselle,6.0197497,,,,54530,485,,8.22033898305085,0,2,485,"price: <i >485</i> €<br />indoor area: <i >59</i> m²<br />outdoor area: <i >59</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i >e</i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1809012959.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 59 m2,https://www.leboncoin.fr/locations/1809012959.htm/,,5,https://www.leboncoin.fr/
16,,,Appartement,,,"location appartement domgermain beau f4 a domgermain spacieux f4 de 90m2 situe au 1er etage comprenant un grand sejour, une cuisine, une buanderie, une salle de bain, wc, 3 chambres. garage et jardin collectif.chauffage individuel au gaz.loyer : 647€charges : 45€ (eau, taxe d'ordures menageres, electricite des communs, fosse septique) depot de garantie : 647€frais d'agence reduits : 450€gerance touloise. reference annonce : adb5859 honoraires a la charge du locataire : 450 € ttc montant des charges : 45 € / mois",,,2020-07-03T12:28:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/fc2499510813dec1f9f818fdd4aaefc79d958177.jpg, https://img3.leboncoin.fr/ad-large/d874dbc2d39121e581f6c59233d6f1d3376e4451.jpg, https://img4.leboncoin.fr/ad-large/d48c9c2fdc8708975557fbc300cac3a0051ac54d.jpg, https://img2.leboncoin.fr/ad-large/5b3547691d5746e1d0efa3d866c50419d7f0b6eb.jpg, https://img6.leboncoin.fr/ad-large/717eae9d7778b0b228b6ab6f74917700f0d7f3ce.jpg, https://img0.leboncoin.fr/ad-large/fc2499510813dec1f9f818fdd4aaefc79d958177.jpg, https://img3.leboncoin.fr/ad-large/d874dbc2d39121e581f6c59233d6f1d3376e4451.jpg, https://img4.leboncoin.fr/ad-large/d48c9c2fdc8708975557fbc300cac3a0051ac54d.jpg, https://img2.leboncoin.fr/ad-large/5b3547691d5746e1d0efa3d866c50419d7f0b6eb.jpg, https://img6.leboncoin.fr/ad-large/717eae9d7778b0b228b6ab6f74917700f0d7f3ce.jpg, https://img0.leboncoin.fr/ad-large/fc2499510813dec1f9f818fdd4aaefc79d958177.jpg",90,2020-07-03T12:28:00,48.642538,5,domgermain,5.8249564,,,,54119,692,,7.68888888888889,0,4,692,"price: <i >692</i> €<br />indoor area: <i >90</i> m²<br />outdoor area: <i >90</i> m²<br />rooms: <i >4</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1769415279.htm/"">leboncoin.fr</a> <br />",,appartement 4 pieces 90 m2,https://www.leboncoin.fr/locations/1769415279.htm/,,5,https://www.leboncoin.fr/
9,,,Appartement,,,"f2 renove - polyclinique - tram - st max f2 renove au 2eme et dernier etage d'un immeuble securise et bien tenu, idealement situe a proximite de la polyclinique et du tram : entree - couloir cuisine neuve equipee - four, hotte, plaques de cuisson - grand sejour lumineux d'environs 20m2 - parquet - chambre sur l'arriere - vue sur jardin salle d'eau neuve - douche, meuble vasque, wc - cave libre reference annonce : 018al honoraires a la charge du locataire : 495 € ttc depot de garantie : 560 € montant des charges : 40 € / mois",,,2020-07-10T12:15:00,,,veterinary,"https://img0.leboncoin.fr/ad-large/e8b427479a7351037b30738d4df1bb71dfb5ef69.jpg, https://img5.leboncoin.fr/ad-large/47898fb6e62695437705dc34c80175873cd55379.jpg, https://img5.leboncoin.fr/ad-large/d07fbea34da63087697c1fea6f0ab3208a989f64.jpg, https://img3.leboncoin.fr/ad-large/a09ac5f6a286c3880a8a87ba314de7a62178555f.jpg, https://img1.leboncoin.fr/ad-large/22621bd5e50fc5f90cc1aa0d21261ce600e26339.jpg, https://img0.leboncoin.fr/ad-large/eaa8780a5ec949e286e7a44411242b09fc233be5.jpg, https://img0.leboncoin.fr/ad-large/e8b427479a7351037b30738d4df1bb71dfb5ef69.jpg, https://img5.leboncoin.fr/ad-large/47898fb6e62695437705dc34c80175873cd55379.jpg, https://img5.leboncoin.fr/ad-large/d07fbea34da63087697c1fea6f0ab3208a989f64.jpg, https://img3.leboncoin.fr/ad-large/a09ac5f6a286c3880a8a87ba314de7a62178555f.jpg, https://img1.leboncoin.fr/ad-large/22621bd5e50fc5f90cc1aa0d21261ce600e26339.jpg, https://img0.leboncoin.fr/ad-large/eaa8780a5ec949e286e7a44411242b09fc233be5.jpg, https://img0.leboncoin.fr/ad-large/e8b427479a7351037b30738d4df1bb71dfb5ef69.jpg",45,2020-07-10T12:15:00,48.7053172,5,essey-les-nancy,6.2220764,,,,54270,600,,13.3333333333333,0,2,600,"price: <i >600</i> €<br />indoor area: <i >45</i> m²<br />outdoor area: <i >45</i> m²<br />rooms: <i >2</i> <br />floors: <i ></i> <br />energy grade: <i ></i> <br />value: <i >5</i> / 10<br />leverage: <i >5</i> / 10<br />age: <i >5</i> days<br />url: <a href=""https://www.leboncoin.fr/locations/1781945514.htm/"">leboncoin.fr</a> <br />",,appartement 2 pieces 45 m2,https://www.leboncoin.fr/locations/1781945514.htm/,,5,https://www.leboncoin.fr/
